,url,size,new,idx
0,http://www.huffingtonpost.com/chelsea-leigh-trescott/advice-column-how-to-move_b_11995632.html,191344,1.0,0.0
1,http://dng.northjersey.com/media_server/tr/2014/04/patrickfoyesubpoena.pdf,548273,1.0,1.0
2,https://s.ytimg.com/yts/img/favicon_32-vfl8NGn4k.png,1565,1.0,2.0
3,http://archive.northjersey.com/news/bridge-scandal-papers-show-depth-of-christie-staffers-endorsement-work-1.980960,124052,1.0,3.0
4,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=fr,2422,1.0,4.0
5,https://twitter.com/politicalstile?lang=es,311356,1.0,5.0
6,http://img.huffingtonpost.com/asset/74_58/587bd5f8170000880192a314.jpg,5961,1.0,6.0
7,https://pbs.twimg.com/profile_images/583753248181477377/h8oZs_tD_bigger.jpg,2995,1.0,7.0
8,http://img.huffingtonpost.com/asset/74_58/587bd5bf170000850192a313.jpg,7028,1.0,8.0
9,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=en,2422,1.0,9.0
10,https://www.youtube.com/signin?next=%2F&feature=purchases&skip_identity_prompt=True&action_handle_signin=true,1336,1.0,10.0
11,http://img.huffingtonpost.com/asset/74_58/587bd2bf170000880192a312.jpg,7716,1.0,11.0
12,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=ar,2422,1.0,12.0
13,http://dng.northjersey.com/media_server/tr/2014/04/williamschubersubpoena.pdf,552583,1.0,13.0
14,http://northjersey.mycapture.com/mycapture/lookup.asp?originalname=MC_110813fugitives_dngre.jpg,11838,1.0,14.0
15,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=ja,2422,1.0,15.0
16,http://img.huffingtonpost.com/asset/622_350/587baf5f1200002d00ad7ada.jpeg,29145,1.0,16.0
17,https://s.ytimg.com/yts/img/favicon_48-vfl1s0rGh.png,1179,1.0,17.0
18,https://www.youtube.com/ypc_subscription_ajax,5657,1.0,18.0
19,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=es,2422,1.0,19.0
20,http://northjersey.mycapture.com/mycapture/lookup.asp?originalname=MC_041314Wisniewski.jpg,11833,1.0,20.0
21,https://twitter.com/politicalstile?lang=de,312502,1.0,21.0
22,https://www.youtube.com/ypc_post_purchase_ajax,5636,1.0,22.0
23,http://www.northjersey.com/sports/,240152,1.0,23.0
24,http://www.huffingtonpost.com/lisa-cox/the-truth-about-being-a-f_b_11899920.html,176090,1.0,24.0
25,http://www.northjersey.com/media/latest/news/,125519,1.0,25.0
26,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=de,2393,1.0,26.0
27,http://img.huffingtonpost.com/asset/255_143/587a7878170000880192a150.jpeg?cache=gotkrjethg,19336,1.0,27.0
28,http://www.huffingtonpost.com/amanda-richardson/how-the-fearful-child-wins_b_11778508.html,176238,1.0,28.0
29,http://img.huffingtonpost.com/asset/255_143/587a7d1c170000fa01fdea25.png?cache=3p661xrxwr,53285,1.0,29.0
30,https://www.youtube.com/watch?v=mjQvEpk-cbk&app=desktop,151749,1.0,30.0
31,https://twitter.com/politicalstile?lang=it,310703,1.0,31.0
32,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=it,2393,1.0,32.0
33,https://www.youtube.com/user/NJTodayOnline,170556,1.0,33.0
34,https://twitter.com/politicalstile?lang=id,310125,1.0,34.0
35,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=id,2393,1.0,35.0
36,"https://r19---sn-p5qlsnzr.googlevideo.com/videogoodput?id=o-AGOG0iuH722vK09QCFcyCbmw-jkrJVn2oU-oF6mtVos_&source=goodput&range=0-4999&expire=1484562271&ip=207.241.231.197&ms=pm&mm=35&pl=24&nh=IgpwcjAzLmlhZDA3KgkxMjcuMC4wLjE&sparams=id,source,range,expire,ip,ms,mm,pl,nh&signature=6E02FCB6A006156A129D309A2B83B2460F0925B3.301527F5F321BAB5D213A97CFB5831DE010F23F1&key=cms1",5367,1.0,36.0
37,http://www.northjersey.com/media/latest/news/avc1.42E01E/,90845,1.0,37.0
38,http://www.northjersey.com/opinion/,193870,1.0,38.0
39,http://archive.northjersey.com/news/stile-gwb-inquiry-could-propel-key-democrats-to-run-for-governor-in-2017-1.939014,120048,1.0,39.0
40,http://img.huffingtonpost.com/asset/255_143/587a7f4e170000880192a167.jpeg?cache=cltzf09wrq,12302,1.0,40.0
41,https://www.youtube.com/user/www,91676,1.0,41.0
42,https://twitter.com/politicalstile?lang=pt,311259,1.0,42.0
43,http://www.northjersey.com/blogs/,95877,1.0,43.0
44,https://s.ytimg.com/yts/img/favicon_96-vfldSA3ca.png,1938,1.0,44.0
45,http://www.huffingtonpost.com/jennifer-love/top-600-people-who-want-t_b_11656134.html,182074,1.0,45.0
46,https://s.ytimg.com/yts/img/favicon_144-vflWmzoXw.png,2670,1.0,46.0
47,https://s.ytimg.com/yts/swfbin/player-vflFRQeXu/iv_module.swf,1898,1.0,47.0
48,https://s.ytimg.com/yts/swfbin/player-vflFRQeXu/watch_as3.swf,292426,1.0,48.0
49,https://s.ytimg.com/yts/swfbin/player-vflFRQeXu/cps.swf,154810,1.0,49.0
50,https://s.ytimg.com/yts/jsbin/spf-vfl3MAOjR/spf.js,34796,1.0,50.0
51,http://www.huffingtonpost.com/sonimacom/5-phobias-you-may-not-rea_b_11571540.html,176361,1.0,51.0
52,http://www.northjersey.com/blogs/9/11/,90603,1.0,52.0
53,whois://whois.arin.net/z+%2B+54.231.169.63,3835,1.0,53.0
54,whois://whois.verisign-grs.com/domain+gdcreport.com,3221,1.0,54.0
55,https://www.youtube.com/user/www/base,91722,1.0,55.0
56,whois://whois.godaddy.com/gdcreport.com,3896,1.0,56.0
57,https://mobile.twitter.com/i/nojs_router?path=%2Fpoliticalstile&lang=pt,2393,1.0,57.0
58,http://archive.northjersey.com/news/judge-christie-ex-aides-kelly-stepien-can-withhold-documents-in-gwb-probe-1.877447,119494,1.0,58.0
59,http://www.northjersey.com/blog/meadowlands-matters/,99063,1.0,59.0
60,https://twitter.com/politicalstile?lang=ko,314487,1.0,60.0
61,https://pbs.twimg.com/profile_images/799276855777959936/_udlCZlL_bigger.jpg,3711,1.0,61.0
62,https://s.ytimg.com/yts/jsbin/www-en_US-vflb806UK/base.js,118026,1.0,62.0
63,"http://northjersey.mycapture.com/mycapture/lookup.asp?originalname=MC_Wisniewski,%20Sweeney,%20Fulop.jpg",11847,1.0,63.0
64,https://www.youtube.com/user/www/common,91625,1.0,64.0
65,http://www.huffingtonpost.com/trilby-d-johnson/ouch-that-hurt_b_11414702.html,177133,1.0,65.0
66,https://pbs.twimg.com/profile_images/560820295980707841/178Bh1om_bigger.png,3170,1.0,66.0
67,https://s.ytimg.com/yts/jsbin/www-en_US-vflb806UK/,1887,1.0,67.0
68,http://www.huffingtonpost.com/jodie-rogers/getting-comfortable-with-_2_b_10802278.html,176807,1.0,68.0
69,https://s.ytimg.com/yts/jsbin/www-reportvideo-vfl3osJ5J/www-reportvideo.js,84465,1.0,69.0
70,https://pbs.twimg.com/media/C152skcXAAEylRW.jpg,40357,1.0,70.0
71,http://www.gannett-cdn.com/-mm-/8ac1ee8693da6474469b4b00ec87857e255dd0de/c=181-0-2681-2500&r=x408&c=405x405/local/-/media/2017/01/13/Bergen/NorthJersey/636199078959393477-011317-Woodland-Park-BodyTZ3711.jpg,41098,1.0,71.0
72,https://s.ytimg.com/yts/cssbin/www-watch-reportvideo-vflP9_YQ2.css,6064,1.0,72.0
73,http://archive.northjersey.com/opinion/kelly-was-christie-kept-out-of-the-loop-1.842114,112656,1.0,73.0
74,http://northjersey.mycapture.com/mycapture/lookup.asp?originalname=MC_Stepien%20Kelly.jpg,11832,1.0,74.0
75,http://img.huffingtonpost.com/asset/5849a97c1c00001d000ea894.jpg,26578,1.0,75.0
76,http://www.gannett-cdn.com/-mm-/87047767181ac4944d3e6930b9b4bd135bd564e8/c=181-0-2681-2500&r=x63&c=60x60/local/-/media/2017/01/13/Bergen/NorthJersey/636199078959393477-011317-Woodland-Park-BodyTZ3711.jpg,2400,1.0,76.0
77,http://www.judiciary.state.nj.us/robots.txt,1398,1.0,77.0
78,http://archive.northjersey.com/news/analysis-mastro-report-on-gwb-scandal-deviates-from-federal-standards-1.842413,152701,1.0,78.0
79,http://www.gannett-cdn.com/-mm-/a1e15fbe07142f6f5693713634d6ec2a0444da13/c=504-0-3528-3024&r=x63&c=60x60/local/-/media/2017/01/13/Bergen/NorthJersey/636199070333219142-NorwoodFireCompany.JPG,2315,1.0,79.0
80,http://northjersey.mycapture.com/mycapture/lookup.asp?originalname=MC_Word%20cloud.jpg,11829,1.0,80.0
81,https://s.ytimg.com/yts/jsbin/www-pageframe-vfl9NKZjX/www-pageframe.js,250379,1.0,81.0
82,http://www.gannett-cdn.com/-mm-/2bc2204ca9e4dcdc5411a04e727cabe0753accfa/c=798-0-2400-1602&r=x63&c=60x60/local/-/media/2017/01/15/Bergen/NorthJersey/636200917481415761-TD-Bank-Robbery02.jpg,2640,1.0,82.0
83,http://www.huffingtonpost.com/anne-deeter-gallaher/anne-deeter-gallaher-and_b_10590266.html,174215,1.0,83.0
