,url,size,new,idx
0,http://archive.northjersey.com/news/chris-christie-and-the-george-washington-bridge-scandal-on-northjersey-com-1.737481,140857,7,0
1,whois://whois.arin.net/z+%2B+184.25.56.82,2088,7,1
2,whois://whois.iana.org/com,1829,7,2
3,http://www.huffingtonpost.com/news/bridgegate/,163756,7,3
4,whois://whois.verisign-grs.com/domain+northjersey.com,3119,7,4
5,whois://whois.markmonitor.com/northjersey.com,3299,7,5
6,whois://whois.arin.net/z+%2B+72.21.92.20,2187,7,6
7,http://c.amazon-adsystem.com/aax2/amzn_ads.js,12396,7,7
8,http://search.marketplace.northjersey.com/g/public-notices-public-notices-26754510-b,129944,7,8
9,https://www.washingtonpost.com/robots.txt,1201,7,9
10,http://www.legacy.com/obituaries/northjersey/,279043,7,10
11,whois://whois.verisign-grs.com/domain+huffingtonpost.com,3438,7,11
12,http://www.huffingtonpost.com.mx/,295018,7,12
13,https://account.northjersey.com/newsletters/,115481,7,13
14,http://www.bergencounty.com/,36946,7,14
15,https://www.facebook.com/robots.txt,1652,7,15
16,http://www.flyerboard.com/jsfb/embed.php?pid=14997&bid=3508,17222,7,16
17,http://www.flyerboard.com/jsfb/embed.php?pid=14997&bid=3514,17305,7,17
18,https://cdn3.doubleverify.com/bst2tv3.html,1548,7,18
19,https://plus.google.com/robots.txt,1122,7,19
20,http://search.jobs.northjersey.com/widgets/jobs/cfetcher?site=northjersey&output=jsxml&pagesize=3&viewAllJobs=1&preferred=1&nopageview=1&nouniquevisitor=1&formatDate=1&stringVar=featuredEmployersXML&widgetid=northjersey-c-featuredemployer-1&widgetref=northjersey-c-landing-page,1760,7,20
21,http://njmgpremiums.espwebsite.com/,128449,7,21
22,http://www.northjersey.com/be-social/,214037,7,22
23,https://www.googletagservices.com/dcm/dcmads.js,2807,7,23
24,https://plus.google.com/js/client:plusone.js?onload=start,42640,7,24
25,http://usw-lax.adsrvr.org/bid/feedback/aoladtech?iid=d5c82480-c574-4b0f-b22c-8695f09965a2&crid=wo22gr1y&wp=7.715&aid=1&wpc=USD&sfe=ab40ad0&puid=587C7DB86E650F12603B0983F00222A8&tdid=&pid=kepgwv2&ag=zweuwaw&cf=&fq=0&td_s=www.huffingtonpost.com&rcats=mvk&mcat=&mste=&mfld=4&mssi=None&mfsi=yfbmgxqlyr&uhow=24&agsa=&rgco=United%20States&rgre=California&rgme=807&rgci=San%20Francisco&rgz=94107&svbttd=1&dt=PC&osf=Linux&os=Other&br=Chrome&rlangs=en&mlang=&svpid=&did=MP-1-5071-254-0B7LU&rcxt=Other&lat=37.769700&lon=-122.393300&tmpc=4.82&daid=&vp=0&osi=&osv=&bp=16&dur=&crrelr=,1321,7,25
26,http://search.jobs.northjersey.com/jobs/search/results?format=jsxml&output=listings&isFeatured=Y&Sort=random&rows=10&stringVar=featuredJobsXML&formatDate=1&widgetid=northjersey-c-featuredjobs-1&widgetref=northjersey-c-landing-page,47922,7,26
27,http://itunes.apple.com/us/app/northjersey.com-latest-news/id446490632?mt=8,1242,7,27
28,whois://whois.corporatedomains.com/huffingtonpost.com,3818,7,28
29,https://njmiservices.dticloud.com/cgi-bin/cmo_cmo.sh/custservice/web/zipcampaign.html?siteid=RE,12542,7,29
30,https://choices.truste.com/robots.txt,1405,7,30
31,http://www.shoptherecord.com/books/,92115,7,31
32,http://cars.northjersey.com/,124007,7,32
33,whois://whois.arin.net/z+%2B+209.97.55.148,1849,7,33
34,http://elections.huffingtonpost.com/pollster,326941,7,34
35,whois://whois.verisign-grs.com/domain+bergen.com,3114,7,35
36,https://rtbcdn.doubleverify.com/bsredirect5.js?callback=__dvredirect_callback_412789907453,1639,7,36
37,https://play.google.com/robots.txt,1463,7,37
38,https://rtbcdn.doubleverify.com/bsredirect5_internal5.js,38254,7,38
39,https://secure.huffingtonpost.com/,260450,7,39
40,https://play.google.com/store/apps/details?id=com.northjersey.developer.northjerseylatestnews,383903,7,40
41,http://quebec.huffingtonpost.ca/,293883,7,41
42,http://www.brasilpost.com.br/,246815,7,42
43,http://www.huffpostarabi.com/,217861,7,43
44,http://www.huffingtonpost.jp/,261830,7,44
45,http://www.huffingtonpost.ca/,309021,7,45
46,http://www.huffingtonpost.it/,254552,7,46
47,http://www.huffingtonpost.co.uk/,245004,7,47
48,http://www.huffingtonpost.kr/,275558,7,48
49,https://appworld.blackberry.com/webstore/content/19143/?countrycode=US&lang=en,325106,7,49
50,http://www.huffingtonpost.gr/,277174,7,50
51,http://www.huffpostmaghreb.com/,291300,7,51
52,http://www.huffingtonpost.es/,260617,7,52
53,http://www.huffingtonpost.de/,272371,7,53
54,http://ul1.dvtps.com/cfbc.htm?ifba=0&rurl=http%3A%2F%2Ftps11020.doubleverify.com%2Fevent.gif%3Fimpid%3De4c4e89968b34a3facc2981b6a1cc495%26rtcid%3D%7Brtcid%7D%26ifbc%3D%7Bifbc%7D,1660,7,54
55,http://www.huffingtonpost.fr/,325067,7,55
56,https://circ.journalmediagroup.com/cgi-bin/cmoec_cmoec.sh/custservice/web/acctinfo.html,13088,7,56
57,https://play.google.com/store/apps/details?id=com.huffingtonpost.android,330071,7,57
58,https://accountsolution.gcion.com/,106021,7,58
59,http://blogs.northjersey.com/,80373,7,59
60,http://connect.facebook.net/en_US/sdk.js,190007,7,60
61,http://www.huffingtonpost.in/,299960,7,61
62,https://cdn.doubleverify.com/dvbs_src.js?ctx=2450668&cmp=2690293&plc=nh728x90&sid=amobee&dvregion=0&unit=728x90,2046,7,62
63,http://connect.facebook.net/es_ES/sdk.js,190016,7,63
64,https://cdn3.doubleverify.com/t2tv7.html,12537,7,64
65,http://shows.huffingtonpost.com/nowwhat,132439,7,65
66,https://www.nytimes.com/2014/02/10/business/media/local-papers-shine-light-in-societys-dark-corners.html,1004,7,66
67,http://w.sharethis.com/button/buttons.js,65795,7,67
68,http://e.nexac.com/robots.txt,5127,7,68
69,http://cm.g.doubleclick.net/pixel?google_nid=turn1&google_cm&google_sc&google_hm=ODgzNDg0NTQzMzkwMDIxNTI1NQ==,1034,7,69
70,https://js.dmtry.com/antenna2.js?0_4315_144097403_78199096,17885,7,70
71,http://tpc.googlesyndication.com/sodar/akyi97Q8.js,5271,7,71
72,http://tpc.googlesyndication.com/sodar/adXpYxnS.html,10483,7,72
73,https://www.nytimes.com/glogin?URI=https%3A%2F%2Fwww.nytimes.com%2F2014%2F02%2F10%2Fbusiness%2Fmedia%2Flocal-papers-shine-light-in-societys-dark-corners.html%3F_r%3D0,1230,7,73
74,http://www.huffingtonpost.com/,260425,7,74
75,https://cdn.doubleverify.com/dvbs_src_internal12.js,53588,7,75
76,https://www.youtube.com/embed/9DyDbWnLCvE?enablejsapi=1&rel=0&autoplay=0&showsearch=0&origin=http%3a%2f%2fnjmgpremiums.espwebsite.com,22314,7,76
77,"http://rtb0.doubleverify.com/verify.js?jsCallback=__verify_callback_975593940755&jsTagObjCallback=__tagObject_callback_975593940755&num=6&ctx=2450668&cmp=2690293&plc=nh728x90&sid=amobee&advid=&adsrv=&unit=728x90&isdvvid=&uid=975593940755&tagtype=&adID=&app=&sup=&brid=3&brver=53&bridua=3&chro=1&hist=2&winh=795&winw=1100&wouh=900&wouw=1100&scah=1000&scaw=1600&srcurlD=0&ssl=0&refD=1&htmlmsging=1&aadid=03c76a664764c709749e3b361a3411eed1ed4ea0&aUrlD=&vavbkt=4,8,1,23&lvvn=17&eparams=DC4FC%3Dl9EEATbpTauTauHHH%5D9F77%3A%3F8E%40%3FA%40DE%5D4%40%3ETau%3F6HDTau3C%3A58682E6TauU2%3F4r92%3A%3Fl9EEATbpTauTauHHH%5D9F77%3A%3F8E%40%3FA%40DE%5D4%40%3ETar9EEATbpTauTauHHH%5D9F77%3A%3F8E%40%3FA%40DE%5D4%40%3EU2%26C%3Dl&ver=67",8061,7,77
78,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&annotation=none&size=medium&width=32&hl=en-US&origin=http%3A%2F%2Fwww.huffingtonpost.com&url=http%3A%2F%2Fwww.huffingtonpost.com%2Fhome&gsrc=3p&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.pE257boSBQ4.O%2Fm%3D__features__%2Fam%3DAQ%2Frt%3Dj%2Fd%3D1%2Frs%3DAGLTcCPlmTrwOlICeG8VQcmeKuyR35rmzA,32793,7,78
79,https://play.google.com/store/apps/details?id=com.huffingtonpost.android&hl=af,227578,7,79
80,whois://whois.markmonitor.com/bergen.com,3290,7,80
81,https://choices.truste.com/ca?pid=amobee01&aid=amobeeus&cid=728x90&c=amobeeuscont1&w=728&h=90&plc=tr,59295,7,81
82,http://tps602.doubleverify.com/bsevent.gif?impid=998a7d11e0d349d2baed5c9f1d87152a&lip=207.241.229.101&cbust=1484557011889646,1053,7,82
83,http://tps615.doubleverify.com/bsevent.gif?impid=1d2b310fb4b6407fb9f0b7a0270e0736&lip=207.241.229.101&cbust=1484557011949597,1053,7,83
84,http://www.huffingtonpost.com.mx/feeds/index.xml,696191,7,84
85,http://media.asicdn.com/images/jpgo/5650000/5651909.jpg,76819,7,85
